omega_p, tau_s, d_p, d_s, ratio, F_sp, F_flyarm, F_ss, F_helix, sum_F
261.248231, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 1250.438457, 2623.009140
261.248231, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 1488.084447, 3303.521353
261.248231, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 1725.730437, 3984.033565
261.248231, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 1963.376428, 4664.545777
261.248231, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 2201.022418, 5345.057990
261.248231, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 2438.668408, 6025.570202
261.248231, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 756.266631, 147.383800, 2676.314399, 6706.082415
261.248231, 170.518234, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 2901.375183, 5909.189130
261.248231, 184.728087, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 3139.021174, 6506.382708
261.248231, 198.937940, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 3376.667164, 7103.576287
261.248231, 213.147793, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 3614.313154, 7700.769865
261.248231, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 3851.959145, 8297.963444
261.248231, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 4089.605135, 8895.157022
261.248231, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 4327.251125, 9492.350601
261.248231, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 756.266631, 134.277919, 4564.897116, 10089.544179
267.862110, 0.000000, 0.002058, 0.009930, 2.643988, 321.876787, 463.665578, 139.312965, 54.458311, -0.011544
267.862110, 14.209853, 0.002769, 0.010459, 2.350759, 329.355084, 658.163001, 141.166796, 293.884482, 0.005856
267.862110, 28.419706, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 537.500486, 448.870534
267.862110, 42.629559, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 775.146476, 1129.382747
267.862110, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 1012.792466, 1809.894959
267.862110, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 1250.438457, 2490.407171
267.862110, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 1488.084447, 3170.919384
267.862110, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 1725.730437, 3851.431596
267.862110, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 1963.376428, 4531.943808
267.862110, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 2201.022418, 5212.456021
267.862110, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 2438.668408, 5892.968233
267.862110, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 2676.314399, 6573.480446
267.862110, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 795.043321, 147.383800, 2913.960389, 7253.992658
267.862110, 184.728087, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 3139.021174, 6360.185640
267.862110, 198.937940, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 3376.667164, 6957.379219
267.862110, 213.147793, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 3614.313154, 7554.572797
267.862110, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 3851.959145, 8151.766375
267.862110, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 4089.605135, 8748.959954
267.862110, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 4327.251125, 9346.153532
267.862110, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 795.043321, 134.277919, 4564.897116, 9943.347111
274.475990, 0.000000, 0.001957, 0.009856, 2.689962, 320.815917, 461.580904, 139.054806, 54.210408, 0.012228
274.475990, 14.209853, 0.002633, 0.010356, 2.403099, 327.922496, 654.169146, 140.807000, 293.538981, -0.009623
274.475990, 28.419706, 0.003355, 0.010908, 2.143631, 335.505458, 860.088041, 142.737144, 533.038433, -0.011455
274.475990, 42.629559, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 775.146476, 993.465728
274.475990, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 1012.792466, 1673.977941
274.475990, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 1250.438457, 2354.490153
274.475990, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 1488.084447, 3035.002366
274.475990, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 1725.730437, 3715.514578
274.475990, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 1963.376428, 4396.026790
274.475990, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 2201.022418, 5076.539003
274.475990, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 2438.668408, 5757.051215
274.475990, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 2676.314399, 6437.563427
274.475990, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 834.789429, 147.383800, 2913.960389, 7118.075640
274.475990, 184.728087, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 3139.021174, 6210.333645
274.475990, 198.937940, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 3376.667164, 6807.527224
274.475990, 213.147793, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 3614.313154, 7404.720802
274.475990, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 3851.959145, 8001.914381
274.475990, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 4089.605135, 8599.107959
274.475990, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 4327.251125, 9196.301538
274.475990, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 834.789429, 134.277919, 4564.897116, 9793.495116
281.089869, 0.000000, 0.001863, 0.009788, 2.733655, 319.832870, 459.665068, 138.816638, 53.981702, 0.003155
281.089869, 14.209853, 0.002500, 0.010257, 2.455849, 326.523984, 628.935593, 140.457911, 293.203760, 76.807850
281.089869, 28.419706, 0.003204, 0.010791, 2.194433, 333.921368, 854.284285, 142.328664, 532.646181, -0.013398
281.089869, 42.629559, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 775.146476, 854.233661
281.089869, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 1012.792466, 1534.745873
281.089869, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 1250.438457, 2215.258086
281.089869, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 1488.084447, 2895.770298
281.089869, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 1725.730437, 3576.282511
281.089869, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 1963.376428, 4256.794723
281.089869, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 2201.022418, 4937.306935
281.089869, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 2438.668408, 5617.819148
281.089869, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 2676.314399, 6298.331360
281.089869, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 2913.960389, 6978.843573
281.089869, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 875.504953, 147.383800, 3151.606379, 7659.355785
281.089869, 198.937940, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 3376.667164, 6654.020302
281.089869, 213.147793, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 3614.313154, 7251.213880
281.089869, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 3851.959145, 7848.407459
281.089869, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 4089.605135, 8445.601037
281.089869, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 4327.251125, 9042.794616
281.089869, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 875.504953, 134.277919, 4564.897116, 9639.988194
287.703748, 0.000000, 0.001776, 0.009725, 2.775170, 318.920774, 457.882198, 138.596563, 53.770370, 0.036879
287.703748, 14.209853, 0.002466, 0.010232, 2.469437, 326.170850, 649.311561, 140.370097, 293.119435, -0.004988
287.703748, 28.419706, 0.003060, 0.010681, 2.244405, 332.412634, 848.788920, 141.942222, 532.275092, 0.005563
287.703748, 42.629559, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 775.146476, 711.686545
287.703748, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 1012.792466, 1392.198757
287.703748, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 1250.438457, 2072.710969
287.703748, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 1488.084447, 2753.223182
287.703748, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 1725.730437, 3433.735394
287.703748, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 1963.376428, 4114.247606
287.703748, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 2201.022418, 4794.759819
287.703748, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 2438.668408, 5475.272031
287.703748, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 2676.314399, 6155.784244
287.703748, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 2913.960389, 6836.296456
287.703748, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 3151.606379, 7516.808668
287.703748, 198.937940, 0.005000, 0.012234, 1.679313, 352.793010, 917.189895, 147.383800, 3389.252370, 8197.320881
287.703748, 213.147793, 0.000000, 0.008492, 3.905374, 300.254959, 917.189895, 134.277919, 3614.313154, 7094.052032
287.703748, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 917.189895, 134.277919, 3851.959145, 7691.245611
287.703748, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 917.189895, 134.277919, 4089.605135, 8288.439189
287.703748, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 917.189895, 134.277919, 4327.251125, 8885.632768
287.703748, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 917.189895, 134.277919, 4564.897116, 9482.826346
294.317628, 0.000000, 0.001696, 0.009667, 2.814593, 318.073804, 456.246881, 138.392977, 53.574873, 0.013832
294.317628, 14.209853, 0.002354, 0.010148, 2.515835, 324.986287, 646.049294, 140.076512, 292.837513, -0.012134
294.317628, 28.419706, 0.002924, 0.010576, 2.293569, 330.974028, 843.587823, 141.576095, 531.923511, 0.006907
294.317628, 42.629559, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 775.146476, 565.824379
294.317628, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 1012.792466, 1246.336591
294.317628, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 1250.438457, 1926.848803
294.317628, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 1488.084447, 2607.361016
294.317628, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 1725.730437, 3287.873228
294.317628, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 1963.376428, 3968.385441
294.317628, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 2201.022418, 4648.897653
294.317628, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 2438.668408, 5329.409865
294.317628, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 2676.314399, 6009.922078
294.317628, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 2913.960389, 6690.434290
294.317628, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 3151.606379, 7370.946503
294.317628, 198.937940, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 3389.252370, 8051.458715
294.317628, 213.147793, 0.005000, 0.012234, 1.679313, 352.793010, 959.844254, 147.383800, 3626.898360, 8731.970927
294.317628, 227.357646, 0.000000, 0.008492, 3.905374, 300.254959, 959.844254, 134.277919, 3851.959145, 7530.428836
294.317628, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 959.844254, 134.277919, 4089.605135, 8127.622414
294.317628, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 959.844254, 134.277919, 4327.251125, 8724.815993
294.317628, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 959.844254, 134.277919, 4564.897116, 9322.009571
300.931507, 0.000000, 0.001621, 0.009613, 2.851984, 317.287177, 454.723714, 138.204561, 53.393942, 0.025009
300.931507, 14.209853, 0.002248, 0.010070, 2.560422, 323.878082, 643.013715, 139.803210, 292.575070, -0.026433
300.931507, 28.419706, 0.002794, 0.010477, 2.341631, 329.609651, 838.679686, 141.230965, 531.592092, 0.028592
300.931507, 42.629559, 0.003388, 0.010933, 2.132605, 335.856190, 1046.135937, 142.827967, 770.771638, -0.009858
300.931507, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 1012.792466, 1097.159376
300.931507, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 1250.438457, 1777.671588
300.931507, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 1488.084447, 2458.183801
300.931507, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 1725.730437, 3138.696013
300.931507, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 1963.376428, 3819.208226
300.931507, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 2201.022418, 4499.720438
300.931507, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 2438.668408, 5180.232650
300.931507, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 2676.314399, 5860.744863
300.931507, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 2913.960389, 6541.257075
300.931507, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 3151.606379, 7221.769287
300.931507, 198.937940, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 3389.252370, 7902.281500
300.931507, 213.147793, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 3626.898360, 8582.793712
300.931507, 227.357646, 0.005000, 0.012234, 1.679313, 352.793010, 1003.468030, 147.383800, 3864.544350, 9263.305925
300.931507, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 1003.468030, 134.277919, 4089.605135, 7963.150712
300.931507, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 1003.468030, 134.277919, 4327.251125, 8560.344291
300.931507, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 1003.468030, 134.277919, 4564.897116, 9157.537869
307.545386, 0.000000, 0.001551, 0.009563, 2.887493, 316.554788, 453.315724, 138.029711, 53.226039, 0.012620
307.545386, 14.209853, 0.002149, 0.009997, 2.603269, 322.839924, 640.178920, 139.548369, 292.330353, -0.027277
307.545386, 28.419706, 0.002671, 0.010385, 2.388419, 328.319718, 834.103433, 140.906539, 531.280555, -0.084703
307.545386, 42.629559, 0.003250, 0.010826, 2.178922, 334.399561, 1039.670344, 142.451676, 770.410297, -0.184042
307.545386, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 1012.792466, 944.667112
307.545386, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 1250.438457, 1625.179324
307.545386, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 1488.084447, 2305.691537
307.545386, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 1725.730437, 2986.203749
307.545386, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 1963.376428, 3666.715961
307.545386, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 2201.022418, 4347.228174
307.545386, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 2438.668408, 5027.740386
307.545386, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 2676.314399, 5708.252598
307.545386, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 2913.960389, 6388.764811
307.545386, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 3151.606379, 7069.277023
307.545386, 198.937940, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 3389.252370, 7749.789236
307.545386, 213.147793, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 3626.898360, 8430.301448
307.545386, 227.357646, 0.005000, 0.012234, 1.679313, 352.793010, 1048.061223, 147.383800, 3864.544350, 9110.813660
307.545386, 241.567499, 0.000000, 0.008492, 3.905374, 300.254959, 1048.061223, 134.277919, 4089.605135, 7795.024084
307.545386, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 1048.061223, 134.277919, 4327.251125, 8392.217662
307.545386, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 1048.061223, 134.277919, 4564.897116, 8989.411241
314.159265, 0.000000, 0.000000, 0.008492, 3.905374, 300.254959, 1093.623834, 134.277919, 49.623299, -2529.048306
314.159265, 14.209853, 0.002057, 0.009929, 2.644362, 321.868055, 637.533864, 139.310835, 292.102256, -0.020731
314.159265, 28.419706, 0.002500, 0.010257, 2.455849, 326.523984, 785.625429, 140.457911, 530.849751, 151.387884
314.159265, 42.629559, 0.003117, 0.010724, 2.224671, 333.002707, 1033.405461, 142.093059, 770.065927, 0.022398
314.159265, 56.839411, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 1012.792466, 788.859798
314.159265, 71.049264, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 1250.438457, 1469.372011
314.159265, 85.259117, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 1488.084447, 2149.884223
314.159265, 99.468970, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 1725.730437, 2830.396435
314.159265, 113.678823, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 1963.376428, 3510.908648
314.159265, 127.888676, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 2201.022418, 4191.420860
314.159265, 142.098529, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 2438.668408, 4871.933073
314.159265, 156.308381, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 2676.314399, 5552.445285
314.159265, 170.518234, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 2913.960389, 6232.957497
314.159265, 184.728087, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 3151.606379, 6913.469710
314.159265, 198.937940, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 3389.252370, 7593.981922
314.159265, 213.147793, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 3626.898360, 8274.494135
314.159265, 227.357646, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 3864.544350, 8955.006347
314.159265, 241.567499, 0.005000, 0.012234, 1.679313, 352.793010, 1093.623834, 147.383800, 4102.190341, 9635.518559
314.159265, 255.777351, 0.000000, 0.008492, 3.905374, 300.254959, 1093.623834, 134.277919, 4327.251125, 8220.436107
314.159265, 269.987204, 0.000000, 0.008492, 3.905374, 300.254959, 1093.623834, 134.277919, 4564.897116, 8817.629686
