omega_p, tau_s, d_p, d_s, ratio, F_sp, F_flyarm, F_ss, F_helix
267.862110, 397.875880, 0.003285, 0.010854, 2.166766, 334.777638, 5638.613267, 142.549115, 6711.653624
267.862110, 412.085733, 0.002580, 0.010317, 2.423822, 327.367772, 5638.613267, 140.668280, 6947.493501
267.862110, 426.295586, 0.001895, 0.009811, 2.718649, 320.167782, 5638.613267, 138.897665, 7183.439220
267.862110, 440.505439, 0.001230, 0.009335, 3.060691, 313.174226, 5638.613267, 137.229764, 7419.483572
267.862110, 454.715292, 0.000583, 0.008886, 3.462771, 306.383158, 5638.613267, 135.657616, 7655.619873
267.862110, 468.925144, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 7891.940981
267.862110, 483.134997, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 8129.586971
267.862110, 497.344850, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 8367.232961
267.862110, 511.554703, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 8604.878952
267.862110, 525.764556, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 8842.524942
267.862110, 539.974409, 0.000000, 0.008492, 3.905374, 300.254959, 5638.613267, 134.277919, 9080.170932
274.475990, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 5920.500960, 163.948051, 4593.388501
274.475990, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 5920.500960, 163.948051, 4831.034491
274.475990, 298.406910, 0.009766, 0.016715, 0.858967, 402.873478, 5920.500960, 163.078757, 5067.845723
274.475990, 312.616763, 0.008940, 0.015861, 0.967630, 394.187806, 5920.500960, 160.088007, 5302.619781
274.475990, 326.826616, 0.008130, 0.015058, 1.084438, 385.678814, 5920.500960, 157.275573, 5537.565071
274.475990, 341.036469, 0.007337, 0.014303, 1.210666, 377.353967, 5920.500960, 154.630003, 5772.670596
274.475990, 355.246322, 0.006563, 0.013592, 1.347826, 369.218561, 5920.500960, 152.140472, 6007.925960
274.475990, 369.456174, 0.005807, 0.012923, 1.497729, 361.276062, 5920.500960, 149.796792, 6243.321381
274.475990, 383.666027, 0.005070, 0.012293, 1.662566, 353.528393, 5920.500960, 147.589402, 6478.847677
274.475990, 397.875880, 0.004351, 0.011699, 1.845022, 345.976190, 5920.500960, 145.509350, 6714.496253
274.475990, 412.085733, 0.003651, 0.011139, 2.048422, 338.619014, 5920.500960, 143.548278, 6950.259081
274.475990, 426.295586, 0.002969, 0.010611, 2.276944, 331.455537, 5920.500960, 141.698385, 7186.128672
274.475990, 440.505439, 0.002306, 0.010112, 2.535912, 324.483704, 5920.500960, 139.952404, 7422.098046
274.475990, 454.715292, 0.001660, 0.009642, 2.832225, 317.700866, 5920.500960, 138.303570, 7658.160708
274.475990, 468.925144, 0.001032, 0.009197, 3.174993, 311.103894, 5920.500960, 136.745588, 7894.310612
274.475990, 483.134997, 0.000422, 0.008776, 3.576499, 304.689283, 5920.500960, 135.272603, 8130.542137
274.475990, 497.344850, 0.000000, 0.008492, 3.905374, 300.254959, 5920.500960, 134.277919, 8367.232961
274.475990, 511.554703, 0.000000, 0.008492, 3.905374, 300.254959, 5920.500960, 134.277919, 8604.878952
274.475990, 525.764556, 0.000000, 0.008492, 3.905374, 300.254959, 5920.500960, 134.277919, 8842.524942
274.475990, 539.974409, 0.000000, 0.008492, 3.905374, 300.254959, 5920.500960, 134.277919, 9080.170932
281.089869, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 6209.263962, 163.948051, 4593.388501
281.089869, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 6209.263962, 163.948051, 4831.034491
281.089869, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 6209.263962, 163.948051, 5068.680481
281.089869, 312.616763, 0.009887, 0.016843, 0.843838, 404.145574, 6209.263962, 163.527419, 5305.922551
281.089869, 326.826616, 0.009097, 0.016021, 0.946205, 395.839369, 6209.263962, 160.647135, 5540.802686
281.089869, 341.036469, 0.008321, 0.015245, 1.055773, 387.691862, 6209.263962, 157.930811, 5775.840268
281.089869, 355.246322, 0.007562, 0.014514, 1.173608, 379.709988, 6209.263962, 155.368434, 6011.025680
281.089869, 369.456174, 0.006818, 0.013823, 1.300962, 371.898820, 6209.263962, 152.950505, 6246.349802
281.089869, 383.666027, 0.006091, 0.013172, 1.439316, 364.261844, 6209.263962, 150.668044, 6481.804010
281.089869, 397.875880, 0.005381, 0.012556, 1.590442, 356.801201, 6209.263962, 148.512592, 6717.380181
281.089869, 412.085733, 0.004688, 0.011975, 1.756479, 349.517888, 6209.263962, 146.476199, 6953.070681
281.089869, 426.295586, 0.004012, 0.011425, 1.940041, 342.411942, 6209.263962, 144.551406, 7188.868347
281.089869, 440.505439, 0.003353, 0.010906, 2.144352, 335.482598, 6209.263962, 142.731229, 7424.766473
281.089869, 454.715292, 0.002710, 0.010414, 2.373449, 328.728422, 6209.263962, 141.009134, 7660.758785
281.089869, 468.925144, 0.002083, 0.009949, 2.632450, 322.147425, 6209.263962, 139.379014, 7896.839417
281.089869, 483.134997, 0.001473, 0.009508, 2.927951, 315.737169, 6209.263962, 137.835166, 8133.002893
281.089869, 497.344850, 0.000879, 0.009090, 3.268606, 309.494847, 6209.263962, 136.372265, 8369.244101
281.089869, 511.554703, 0.000301, 0.008694, 3.665995, 303.417359, 6209.263962, 134.985343, 8605.558270
281.089869, 525.764556, 0.000000, 0.008492, 3.905374, 300.254959, 6209.263962, 134.277919, 8842.524942
281.089869, 539.974409, 0.000000, 0.008492, 3.905374, 300.254959, 6209.263962, 134.277919, 9080.170932
287.703748, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 6504.902274, 163.948051, 4593.388501
287.703748, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 6504.902274, 163.948051, 4831.034491
287.703748, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 6504.902274, 163.948051, 5068.680481
287.703748, 312.616763, 0.010000, 0.016963, 0.829905, 405.331060, 6504.902274, 163.948051, 5306.326472
287.703748, 326.826616, 0.010000, 0.016963, 0.829905, 405.331060, 6504.902274, 163.948051, 5543.972462
287.703748, 341.036469, 0.009261, 0.016190, 0.924143, 397.570741, 6504.902274, 161.238037, 5779.016103
287.703748, 355.246322, 0.008518, 0.015439, 1.027010, 389.760045, 6504.902274, 158.610462, 6014.138908
287.703748, 369.456174, 0.007789, 0.014730, 1.137143, 382.098517, 6504.902274, 156.125283, 6249.398452
287.703748, 383.666027, 0.007074, 0.014059, 1.255583, 374.591011, 6504.902274, 153.774134, 6484.786700
287.703748, 397.875880, 0.006375, 0.013423, 1.383547, 367.241002, 6504.902274, 151.549078, 6720.296032
287.703748, 412.085733, 0.005691, 0.012822, 1.522476, 360.050778, 6504.902274, 149.442608, 6955.919239
287.703748, 426.295586, 0.005022, 0.012252, 1.674085, 353.021617, 6504.902274, 147.447644, 7191.649522
287.703748, 440.505439, 0.004368, 0.011713, 1.840444, 346.153939, 6504.902274, 145.557516, 7427.480476
287.703748, 454.715292, 0.003730, 0.011201, 2.024067, 339.447433, 6504.902274, 143.765956, 7663.406083
287.703748, 468.925144, 0.003107, 0.010716, 2.228049, 332.901177, 6504.902274, 142.067078, 7899.420689
287.703748, 483.134997, 0.002499, 0.010256, 2.456242, 326.513734, 6504.902274, 140.455360, 8135.518992
287.703748, 497.344850, 0.001906, 0.009819, 2.713505, 320.283243, 6504.902274, 138.925627, 8371.696022
287.703748, 511.554703, 0.001328, 0.009405, 3.006061, 314.207489, 6504.902274, 137.473029, 8607.947125
287.703748, 525.764556, 0.000764, 0.009011, 3.342017, 308.283973, 6504.902274, 136.093028, 8844.267939
287.703748, 539.974409, 0.000215, 0.008636, 3.732129, 302.509963, 6504.902274, 134.781371, 9080.654383
294.317628, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 4593.388501
294.317628, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 4831.034491
294.317628, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 5068.680481
294.317628, 312.616763, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 5306.326472
294.317628, 326.826616, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 5543.972462
294.317628, 341.036469, 0.010000, 0.016963, 0.829905, 405.331060, 6807.415896, 163.948051, 5781.618452
294.317628, 355.246322, 0.009432, 0.016366, 0.901663, 399.367718, 6807.415896, 161.856543, 6017.256028
294.317628, 369.456174, 0.008719, 0.015640, 0.998328, 391.871659, 6807.415896, 159.311248, 6252.457843
294.317628, 383.666027, 0.008018, 0.014951, 1.101394, 384.510088, 6807.415896, 156.897974, 6487.786435
294.317628, 397.875880, 0.007331, 0.014297, 1.211725, 377.287645, 6807.415896, 154.609331, 6723.234707
294.317628, 412.085733, 0.006657, 0.013677, 1.330327, 370.207761, 6807.415896, 152.438285, 6958.795903
294.317628, 426.295586, 0.005997, 0.013089, 1.458376, 363.272828, 6807.415896, 150.378157, 7194.463611
294.317628, 440.505439, 0.005351, 0.012531, 1.597258, 356.484335, 6807.415896, 148.422623, 7430.231758
294.317628, 454.715292, 0.004719, 0.012001, 1.748624, 349.843002, 6807.415896, 146.565709, 7666.094606
294.317628, 468.925144, 0.004101, 0.011497, 1.914452, 343.348889, 6807.415896, 144.801777, 7902.046742
294.317628, 483.134997, 0.003497, 0.011018, 2.097141, 337.001495, 6807.415896, 143.125513, 8138.083064
294.317628, 497.344850, 0.002907, 0.010563, 2.299625, 330.799843, 6807.415896, 141.531919, 8374.198771
294.317628, 511.554703, 0.002330, 0.010131, 2.525542, 324.742555, 6807.415896, 140.016291, 8610.389347
294.317628, 525.764556, 0.001768, 0.009719, 2.779450, 318.827920, 6807.415896, 138.574208, 8846.650545
294.317628, 539.974409, 0.001218, 0.009327, 3.067151, 313.053947, 6807.415896, 137.201516, 9082.978379
300.931507, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 4593.388501
300.931507, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 4831.034491
300.931507, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 5068.680481
300.931507, 312.616763, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 5306.326472
300.931507, 326.826616, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 5543.972462
300.931507, 341.036469, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 5781.618452
300.931507, 355.246322, 0.010000, 0.016963, 0.829905, 405.331060, 7116.804827, 163.948051, 6019.264443
300.931507, 369.456174, 0.009609, 0.016550, 0.878941, 401.218057, 7116.804827, 162.499041, 6255.518990
300.931507, 383.666027, 0.008923, 0.015845, 0.969872, 394.016629, 7116.804827, 160.030307, 6490.794326
300.931507, 397.875880, 0.008249, 0.015175, 1.066449, 386.936569, 7116.804827, 157.684243, 6726.187457
300.931507, 412.085733, 0.007588, 0.014538, 1.169396, 379.982307, 7116.804827, 155.454302, 6961.692099
300.931507, 426.295586, 0.006938, 0.013933, 1.279546, 373.157212, 7116.804827, 153.334231, 7197.302245
300.931507, 440.505439, 0.006301, 0.013357, 1.397866, 366.463735, 7116.804827, 151.318075, 7433.012177
300.931507, 454.715292, 0.005677, 0.012810, 1.525481, 359.903525, 7116.804827, 149.400173, 7668.816461
300.931507, 468.925144, 0.005065, 0.012289, 1.663718, 353.477537, 7116.804827, 147.575162, 7904.709945
300.931507, 483.134997, 0.004466, 0.011793, 1.814145, 347.186131, 7116.804827, 145.837960, 8140.687750
300.931507, 497.344850, 0.003880, 0.011321, 1.978641, 341.029149, 7116.804827, 144.183767, 8376.745265
300.931507, 511.554703, 0.003307, 0.010871, 2.159470, 335.005996, 7116.804827, 142.608046, 8612.878136
300.931507, 525.764556, 0.002747, 0.010442, 2.359389, 329.115703, 7116.804827, 141.106519, 8849.082252
300.931507, 539.974409, 0.002199, 0.010033, 2.581796, 323.356981, 7116.804827, 139.675150, 9085.353740
307.545386, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 4593.388501
307.545386, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 4831.034491
307.545386, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 5068.680481
307.545386, 312.616763, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 5306.326472
307.545386, 326.826616, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 5543.972462
307.545386, 341.036469, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 5781.618452
307.545386, 355.246322, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 6019.264443
307.545386, 369.456174, 0.010000, 0.016963, 0.829905, 405.331060, 7433.069067, 163.948051, 6256.910433
307.545386, 383.666027, 0.009789, 0.016739, 0.856126, 403.111177, 7433.069067, 163.162381, 6493.801967
307.545386, 397.875880, 0.009130, 0.016055, 0.941752, 396.186262, 7433.069067, 160.765134, 6729.145950
307.545386, 412.085733, 0.008481, 0.015403, 1.032369, 389.370963, 7433.069067, 158.482096, 6964.599603
307.545386, 426.295586, 0.007843, 0.014782, 1.128584, 382.669505, 7433.069067, 156.307453, 7200.157345
307.545386, 440.505439, 0.007217, 0.014190, 1.231091, 376.085181, 7433.069067, 154.235633, 7435.813825
307.545386, 454.715292, 0.006601, 0.013627, 1.340687, 369.620469, 7433.069067, 152.261312, 7671.563931
307.545386, 468.925144, 0.005998, 0.013089, 1.458292, 363.277132, 7433.069067, 150.379416, 7907.402790
307.545386, 483.134997, 0.005406, 0.012577, 1.584979, 357.056309, 7433.069067, 148.585117, 8143.325767
307.545386, 497.344850, 0.004825, 0.012089, 1.722003, 350.958596, 7433.069067, 146.873832, 8379.328459
307.545386, 511.554703, 0.004257, 0.011622, 1.870847, 344.984122, 7433.069067, 145.241212, 8615.406690
307.545386, 525.764556, 0.003700, 0.011178, 2.033276, 339.132606, 7433.069067, 143.683138, 8851.556507
307.545386, 539.974409, 0.003155, 0.010753, 2.211410, 333.403418, 7433.069067, 142.195712, 9087.774164
314.159265, 269.987204, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 4593.388501
314.159265, 284.197057, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 4831.034491
314.159265, 298.406910, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 5068.680481
314.159265, 312.616763, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 5306.326472
314.159265, 326.826616, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 5543.972462
314.159265, 341.036469, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 5781.618452
314.159265, 355.246322, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 6019.264443
314.159265, 369.456174, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 6256.910433
314.159265, 383.666027, 0.010000, 0.016963, 0.829905, 405.331060, 7756.208617, 163.948051, 6494.556423
314.159265, 397.875880, 0.009972, 0.016934, 0.833336, 405.037915, 7756.208617, 163.843810, 6732.102314
314.159265, 412.085733, 0.009338, 0.016268, 0.914055, 398.373045, 7756.208617, 161.513524, 6967.510597
314.159265, 426.295586, 0.008713, 0.015633, 0.999193, 391.807243, 7756.208617, 159.289767, 7203.021176
314.159265, 440.505439, 0.008098, 0.015027, 1.089263, 385.344536, 7756.208617, 157.167362, 7438.629082
314.159265, 454.715292, 0.007493, 0.014449, 1.184845, 378.988129, 7756.208617, 155.141336, 7674.329537
314.159265, 468.925144, 0.006898, 0.013897, 1.286598, 372.740501, 7756.208617, 153.206919, 7910.117961
314.159265, 483.134997, 0.006314, 0.013369, 1.395279, 366.603493, 7756.208617, 151.359551, 8145.989977
314.159265, 497.344850, 0.005741, 0.012865, 1.511762, 360.578384, 7756.208617, 149.594882, 8381.941406
314.159265, 511.554703, 0.005178, 0.012384, 1.637059, 354.665962, 7756.208617, 147.908768, 8617.968269
314.159265, 525.764556, 0.004626, 0.011924, 1.772350, 348.866582, 7756.208617, 146.297266, 8854.066780
314.159265, 539.974409, 0.004085, 0.011484, 1.919026, 343.180226, 7756.208617, 144.756631, 9090.233341
