"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog4"|"Volts"|0.0|5.0|500,"Analog5"|"Volts"|0.0|5.0|500,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|50,"RPM3"|"rpm"|0|8000|50,"GPIO1"|""|0.0|1.0|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"mph"|0.0|150.0|50,"Altitude"|"ft"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50
107,0,0.0,0.25,,,,,,,,,,,,,,,,,,
109,0,0.0,0.25,,,,,,,,,,,,,,,,,,
111,0,0.0,0.25,,,,,,,,,,,,,,,,,,
113,0,0.0,0.25,,0.01,0.05,1.01,1,0,-1,0.05,,,,,,,,,,
115,0,0.0,0.25,,,,,,,,,,,,,,,,,,
117,0,0.0,0.25,,,,,,,,,,,,,,,,,,
119,0,0.0,0.26,,,,,,,,,,,,,,,,,,
121,0,0.0,0.26,,,,,,,,,,,,,,,,,,
123,0,0.0,0.26,,0.07,0.02,0.96,-0,-0,-0,0.08,0,2040,0,0.0,0.0,0.0,0.0,0,0,0.0
125,0,0.0,0.27,,,,,,,,,,,,,,,,,,
127,0,0.0,0.26,,,,,,,,,,,,,,,,,,
129,0,0.0,0.26,,,,,,,,,,,,,,,,,,
131,0,0.0,0.26,,,,,,,,,,,,,,,,,,
133,0,0.0,0.26,,-0.12,0.06,0.92,0,0,-0,0.14,,,,,,,,,,
135,0,0.0,0.26,,,,,,,,,,,,,,,,,,
137,0,0.0,0.26,,,,,,,,,,,,,,,,,,
139,0,0.0,0.26,,,,,,,,,,,,,,,,,,
141,0,0.0,0.26,,,,,,,,,,,,,,,,,,
143,0,0.0,0.26,,-0.07,0.09,0.99,0,-0,-0,0.12,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
145,0,0.0,0.26,,,,,,,,,,,,,,,,,,
147,0,0.0,0.26,,,,,,,,,,,,,,,,,,
149,0,0.0,0.26,,,,,,,,,,,,,,,,,,
151,0,0.0,0.26,,,,,,,,,,,,,,,,,,
153,0,0.0,0.27,,-0.04,0.11,1.04,-0,-0,-0,0.11,,,,,,,,,,
155,0,0.0,0.26,,,,,,,,,,,,,,,,,,
157,0,0.0,0.26,,,,,,,,,,,,,,,,,,
159,0,0.0,0.26,,,,,,,,,,,,,,,,,,
161,0,0.0,0.26,,,,,,,,,,,,,,,,,,
163,0,0.0,0.26,,-0.24,0.07,0.93,0,-0,-0,0.25,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
165,0,0.0,0.26,,,,,,,,,,,,,,,,,,
167,0,0.0,0.26,,,,,,,,,,,,,,,,,,
169,0,0.0,0.26,,,,,,,,,,,,,,,,,,
171,0,0.0,0.26,,,,,,,,,,,,,,,,,,
173,0,0.0,0.26,,0.03,0.04,1.0,0,-0,-0,0.05,,,,,,,,,,
175,0,0.0,0.26,,,,,,,,,,,,,,,,,,
177,0,0.0,0.26,,,,,,,,,,,,,,,,,,
179,0,0.0,0.27,,,,,,,,,,,,,,,,,,
181,0,0.0,0.27,,,,,,,,,,,,,,,,,,
183,0,0.0,0.26,,-0.07,0.07,0.99,-0,0,0,0.1,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
185,0,0.0,0.26,,,,,,,,,,,,,,,,,,
187,0,0.0,0.26,,,,,,,,,,,,,,,,,,
189,0,0.0,0.26,,,,,,,,,,,,,,,,,,
191,0,0.0,0.26,,,,,,,,,,,,,,,,,,
193,0,0.0,0.26,,-0.18,0.1,0.95,0,-1,-0,0.21,,,,,,,,,,
195,0,0.0,0.26,,,,,,,,,,,,,,,,,,
197,0,0.0,0.26,,,,,,,,,,,,,,,,,,
199,0,0.0,0.26,,,,,,,,,,,,,,,,,,
201,0,0.0,0.27,,,,,,,,,,,,,,,,,,
203,0,0.0,0.27,,0.03,0.06,0.87,0,-1,-0,0.06,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
205,0,0.0,0.27,,,,,,,,,,,,,,,,,,
207,0,0.0,0.27,,,,,,,,,,,,,,,,,,
209,0,0.0,0.27,,,,,,,,,,,,,,,,,,
211,0,0.0,0.27,,,,,,,,,,,,,,,,,,
213,0,0.0,0.27,,-0.06,0.12,1.01,-0,0,-0,0.14,,,,,,,,,,
215,0,0.0,0.27,,,,,,,,,,,,,,,,,,
217,0,0.0,0.27,,,,,,,,,,,,,,,,,,
219,0,0.0,0.27,,,,,,,,,,,,,,,,,,
221,0,0.0,0.27,,,,,,,,,,,,,,,,,,
223,0,0.0,0.27,,-0.2,0.09,1.04,0,-1,-0,0.22,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
225,0,0.0,0.27,,,,,,,,,,,,,,,,,,
227,0,0.0,0.27,,,,,,,,,,,,,,,,,,
229,0,0.0,0.27,,,,,,,,,,,,,,,,,,
231,0,0.0,0.27,,,,,,,,,,,,,,,,,,
233,0,0.0,0.27,,0.08,0.01,0.97,0,-1,-0,0.08,,,,,,,,,,
235,0,0.0,0.27,,,,,,,,,,,,,,,,,,
237,0,0.0,0.29,,,,,,,,,,,,,,,,,,
239,0,0.0,0.28,,,,,,,,,,,,,,,,,,
241,0,0.0,0.27,,,,,,,,,,,,,,,,,,
243,0,0.0,0.27,,-0.16,0.07,0.98,-0,0,0,0.17,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
245,0,0.0,0.27,,,,,,,,,,,,,,,,,,
247,0,0.0,0.27,,,,,,,,,,,,,,,,,,
249,0,0.0,0.27,,,,,,,,,,,,,,,,,,
251,0,0.0,0.27,,,,,,,,,,,,,,,,,,
253,0,0.0,0.27,,-0.16,0.1,1.1,1,-1,-0,0.19,,,,,,,,,,
255,0,0.0,0.27,,,,,,,,,,,,,,,,,,
257,0,0.0,0.27,,,,,,,,,,,,,,,,,,
259,0,0.0,0.28,,,,,,,,,,,,,,,,,,
261,0,0.0,0.28,,,,,,,,,,,,,,,,,,
263,0,0.0,0.28,,0.02,0.07,0.98,-0,-1,-0,0.08,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
265,0,0.0,0.28,,,,,,,,,,,,,,,,,,
267,0,0.0,0.29,,,,,,,,,,,,,,,,,,
269,0,0.0,0.27,,,,,,,,,,,,,,,,,,
271,0,0.0,0.28,,,,,,,,,,,,,,,,,,
273,0,0.0,0.28,,-0.11,0.1,0.99,0,0,-0,0.15,,,,,,,,,,
275,0,0.0,0.28,,,,,,,,,,,,,,,,,,
277,0,0.0,0.27,,,,,,,,,,,,,,,,,,
279,0,0.0,0.28,,,,,,,,,,,,,,,,,,
281,0,0.0,0.28,,,,,,,,,,,,,,,,,,
283,0,0.0,0.28,,0.01,0.05,0.99,1,-0,-1,0.05,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
285,0,0.0,0.28,,,,,,,,,,,,,,,,,,
287,0,0.0,0.28,,,,,,,,,,,,,,,,,,
289,0,0.0,0.28,,,,,,,,,,,,,,,,,,
291,0,0.0,0.28,,,,,,,,,,,,,,,,,,
293,0,0.0,0.28,,0.02,0.04,0.98,-0,-0,-0,0.04,,,,,,,,,,
295,0,0.0,0.28,,,,,,,,,,,,,,,,,,
297,0,0.0,0.28,,,,,,,,,,,,,,,,,,
299,0,0.0,0.28,,,,,,,,,,,,,,,,,,
301,0,0.0,0.28,,,,,,,,,,,,,,,,,,
