"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog4"|"Volts"|0.0|5.0|500,"Analog5"|"Volts"|0.0|5.0|500,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|50,"RPM3"|"rpm"|0|8000|50,"GPIO1"|""|0.0|1.0|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"mph"|0.0|150.0|50,"Altitude"|"ft"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50
111,0,0.0,0.26,,,,,,,,,,,,,,,,,,
113,0,0.0,0.26,,-0.26,0.14,1.08,-0,-0,-1,0.29,,,,,,,,,,
115,0,0.0,0.26,,,,,,,,,,,,,,,,,,
117,0,0.0,0.26,,,,,,,,,,,,,,,,,,
119,0,0.0,0.26,,,,,,,,,,,,,,,,,,
121,0,0.0,0.26,,,,,,,,,,,,,,,,,,
123,0,0.0,0.26,,0.01,0.0,0.87,1,-1,0,0.01,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
125,0,0.0,0.26,,,,,,,,,,,,,,,,,,
127,0,0.0,0.26,,,,,,,,,,,,,,,,,,
129,0,0.0,0.27,,,,,,,,,,,,,,,,,,
131,0,0.0,0.26,,,,,,,,,,,,,,,,,,
133,0,0.0,0.26,,0.03,0.1,0.93,0,0,-0,0.11,,,,,,,,,,
135,0,0.0,0.26,,,,,,,,,,,,,,,,,,
137,0,0.0,0.26,,,,,,,,,,,,,,,,,,
139,0,0.0,0.26,,,,,,,,,,,,,,,,,,
141,0,0.0,0.26,,,,,,,,,,,,,,,,,,
143,0,0.0,0.26,,-0.23,0.12,1.07,0,-0,-1,0.26,0,2040,0,0.0,0.0,0.0,0.0,0,0,0.0
145,0,0.0,0.26,,,,,,,,,,,,,,,,,,
147,0,0.0,0.26,,,,,,,,,,,,,,,,,,
149,0,0.0,0.26,,,,,,,,,,,,,,,,,,
151,0,0.0,0.27,,,,,,,,,,,,,,,,,,
153,0,0.0,0.26,,0.09,-0.02,0.92,1,-1,0,0.09,,,,,,,,,,
155,0,0.0,0.27,,,,,,,,,,,,,,,,,,
157,0,0.0,0.27,,,,,,,,,,,,,,,,,,
159,0,0.0,0.27,,,,,,,,,,,,,,,,,,
161,0,0.0,0.27,,,,,,,,,,,,,,,,,,
163,0,0.0,0.27,,-0.05,0.08,0.92,-0,0,-0,0.09,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
165,0,0.0,0.27,,,,,,,,,,,,,,,,,,
167,0,0.0,0.27,,,,,,,,,,,,,,,,,,
169,0,0.0,0.27,,,,,,,,,,,,,,,,,,
171,0,0.0,0.26,,,,,,,,,,,,,,,,,,
173,0,0.0,0.27,,-0.24,0.12,1.1,0,-0,-0,0.27,,,,,,,,,,
175,0,0.0,0.27,,,,,,,,,,,,,,,,,,
177,0,0.0,0.27,,,,,,,,,,,,,,,,,,
179,0,0.0,0.26,,,,,,,,,,,,,,,,,,
181,0,0.0,0.27,,,,,,,,,,,,,,,,,,
183,0,0.0,0.27,,0.05,0.02,0.95,0,-2,0,0.05,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
185,0,0.0,0.26,,,,,,,,,,,,,,,,,,
187,0,0.0,0.28,,,,,,,,,,,,,,,,,,
189,0,0.0,0.27,,,,,,,,,,,,,,,,,,
191,0,0.0,0.27,,,,,,,,,,,,,,,,,,
193,0,0.01,0.27,,-0.04,0.09,0.91,-0,-0,-0,0.1,,,,,,,,,,
195,0,0.0,0.27,,,,,,,,,,,,,,,,,,
197,0,0.0,0.27,,,,,,,,,,,,,,,,,,
199,0,0.0,0.27,,,,,,,,,,,,,,,,,,
201,0,0.0,0.27,,,,,,,,,,,,,,,,,,
203,0,0.0,0.27,,-0.15,0.07,1.07,1,-0,-0,0.17,0,2040,0,0.0,0.0,0.0,0.0,0,0,0.0
205,0,0.0,0.27,,,,,,,,,,,,,,,,,,
207,0,0.0,0.27,,,,,,,,,,,,,,,,,,
209,0,0.0,0.27,,,,,,,,,,,,,,,,,,
211,0,0.0,0.27,,,,,,,,,,,,,,,,,,
213,0,0.0,0.27,,0.1,-0.01,0.97,0,-1,-0,0.1,,,,,,,,,,
215,0,0.0,0.28,,,,,,,,,,,,,,,,,,
217,0,0.0,0.27,,,,,,,,,,,,,,,,,,
219,0,0.0,0.27,,,,,,,,,,,,,,,,,,
