"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog4"|"Volts"|0.0|5.0|500,"Analog5"|"Volts"|0.0|5.0|500,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|50,"RPM3"|"rpm"|0|8000|50,"GPIO1"|""|0.0|1.0|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"mph"|0.0|150.0|50,"Altitude"|"ft"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50
121,0,0.0,0.25,,,,,,,,,,,,,,,,,,
123,0,0.0,0.25,,-0.07,0.07,1.04,1,0,-0,0.1,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
125,0,0.0,0.25,,,,,,,,,,,,,,,,,,
127,0,0.0,0.25,,,,,,,,,,,,,,,,,,
129,0,0.0,0.25,,,,,,,,,,,,,,,,,,
131,0,0.0,0.25,,,,,,,,,,,,,,,,,,
133,0,0.0,0.26,,0.01,0.07,0.95,-0,-1,-0,0.07,,,,,,,,,,
135,0,0.0,0.25,,,,,,,,,,,,,,,,,,
137,0,0.0,0.25,,,,,,,,,,,,,,,,,,
139,0,0.0,0.25,,,,,,,,,,,,,,,,,,
141,0,0.0,0.25,,,,,,,,,,,,,,,,,,
143,0,0.0,0.25,,-0.14,0.06,0.94,0,-0,-0,0.15,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
145,0,0.0,0.25,,,,,,,,,,,,,,,,,,
147,0,0.0,0.25,,,,,,,,,,,,,,,,,,
149,0,0.0,0.25,,,,,,,,,,,,,,,,,,
151,0,0.0,0.25,,,,,,,,,,,,,,,,,,
153,0,0.0,0.25,,-0.07,0.03,0.95,1,-1,-0,0.08,,,,,,,,,,
155,0,0.0,0.25,,,,,,,,,,,,,,,,,,
157,0,0.0,0.25,,,,,,,,,,,,,,,,,,
159,0,0.0,0.25,,,,,,,,,,,,,,,,,,
161,0,0.0,0.26,,,,,,,,,,,,,,,,,,
163,0,0.0,0.25,,0.0,0.11,1.03,0,0,-0,0.11,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
165,0,0.0,0.25,,,,,,,,,,,,,,,,,,
167,0,0.0,0.25,,,,,,,,,,,,,,,,,,
169,0,0.0,0.25,,,,,,,,,,,,,,,,,,
171,0,0.0,0.25,,,,,,,,,,,,,,,,,,
173,0,0.0,0.25,,-0.26,0.08,0.97,0,-1,-1,0.27,,,,,,,,,,
175,0,0.0,0.25,,,,,,,,,,,,,,,,,,
177,0,0.0,0.25,,,,,,,,,,,,,,,,,,
179,0,0.0,0.25,,,,,,,,,,,,,,,,,,
181,0,0.0,0.25,,,,,,,,,,,,,,,,,,
183,0,0.0,0.25,,0.02,0.02,1.04,0,-1,-0,0.02,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
185,0,0.0,0.25,,,,,,,,,,,,,,,,,,
187,0,0.0,0.25,,,,,,,,,,,,,,,,,,
189,0,0.01,0.26,,,,,,,,,,,,,,,,,,
191,0,0.0,0.25,,,,,,,,,,,,,,,,,,
193,0,0.0,0.25,,-0.05,0.11,0.93,0,0,-0,0.12,,,,,,,,,,
195,0,0.0,0.25,,,,,,,,,,,,,,,,,,
197,0,0.0,0.25,,,,,,,,,,,,,,,,,,
199,0,0.0,0.25,,,,,,,,,,,,,,,,,,
201,0,0.0,0.25,,,,,,,,,,,,,,,,,,
203,0,0.0,0.25,,-0.21,0.1,1.06,0,-0,-1,0.23,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
205,0,0.0,0.25,,,,,,,,,,,,,,,,,,
207,0,0.0,0.25,,,,,,,,,,,,,,,,,,
209,0,0.0,0.25,,,,,,,,,,,,,,,,,,
211,0,0.0,0.25,,,,,,,,,,,,,,,,,,
213,0,0.0,0.25,,-0.01,0.03,0.96,0,-1,-0,0.03,,,,,,,,,,
215,0,0.0,0.25,,,,,,,,,,,,,,,,,,
217,0,0.0,0.26,,,,,,,,,,,,,,,,,,
219,0,0.0,0.25,,,,,,,,,,,,,,,,,,
221,0,0.0,0.26,,,,,,,,,,,,,,,,,,
223,0,0.0,0.25,,-0.04,0.08,0.97,0,-0,-1,0.09,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
225,0,0.0,0.25,,,,,,,,,,,,,,,,,,
227,0,0.0,0.25,,,,,,,,,,,,,,,,,,
229,0,0.0,0.25,,,,,,,,,,,,,,,,,,
231,0,0.0,0.25,,,,,,,,,,,,,,,,,,
233,0,0.0,0.25,,-0.1,0.08,1.05,0,0,-1,0.13,,,,,,,,,,
235,0,0.0,0.25,,,,,,,,,,,,,,,,,,
237,0,0.0,0.25,,,,,,,,,,,,,,,,,,
239,0,0.0,0.25,,,,,,,,,,,,,,,,,,
241,0,0.0,0.25,,,,,,,,,,,,,,,,,,
243,0,0.0,0.25,,0.04,0.07,1.01,0,-1,-0,0.08,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
245,0,0.0,0.26,,,,,,,,,,,,,,,,,,
247,0,0.0,0.26,,,,,,,,,,,,,,,,,,
249,0,0.0,0.25,,,,,,,,,,,,,,,,,,
251,0,0.0,0.25,,,,,,,,,,,,,,,,,,
253,0,0.0,0.25,,-0.1,0.06,0.95,0,-0,-0,0.12,,,,,,,,,,
255,0,0.0,0.25,,,,,,,,,,,,,,,,,,
257,0,0.0,0.25,,,,,,,,,,,,,,,,,,
259,0,0.0,0.25,,,,,,,,,,,,,,,,,,
261,0,0.0,0.25,,,,,,,,,,,,,,,,,,
263,0,0.0,0.25,,-0.11,0.05,1.0,0,-0,-0,0.12,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
265,0,0.0,0.25,,,,,,,,,,,,,,,,,,
267,0,0.0,0.25,,,,,,,,,,,,,,,,,,
269,0,0.0,0.25,,,,,,,,,,,,,,,,,,
271,0,0.0,0.25,,,,,,,,,,,,,,,,,,
273,0,0.0,0.26,,0.03,0.11,0.99,-0,0,0,0.11,,,,,,,,,,
275,0,0.0,0.26,,,,,,,,,,,,,,,,,,
277,0,0.0,0.26,,,,,,,,,,,,,,,,,,
279,0,0.0,0.25,,,,,,,,,,,,,,,,,,
281,0,0.0,0.25,,,,,,,,,,,,,,,,,,
283,0,0.0,0.25,,-0.21,0.07,0.98,0,-1,-0,0.22,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
285,0,0.0,0.26,,,,,,,,,,,,,,,,,,
287,0,0.0,0.25,,,,,,,,,,,,,,,,,,
289,0,0.0,0.25,,,,,,,,,,,,,,,,,,
291,0,0.0,0.25,,,,,,,,,,,,,,,,,,
293,0,0.0,0.25,,-0.05,0.03,1.05,0,-1,-0,0.06,,,,,,,,,,
295,0,0.0,0.26,,,,,,,,,,,,,,,,,,
297,0,0.0,0.26,,,,,,,,,,,,,,,,,,
299,0,0.0,0.25,,,,,,,,,,,,,,,,,,
301,0,0.0,0.27,,,,,,,,,,,,,,,,,,
303,0,0.0,0.26,,-0.04,0.09,0.98,-0,0,-0,0.1,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
305,0,0.0,0.26,,,,,,,,,,,,,,,,,,
307,0,0.0,0.26,,,,,,,,,,,,,,,,,,
309,0,0.0,0.26,,,,,,,,,,,,,,,,,,
311,0,0.0,0.26,,,,,,,,,,,,,,,,,,
313,0,0.0,0.25,,-0.19,0.09,1.0,0,-0,-0,0.21,,,,,,,,,,
315,0,0.0,0.26,,,,,,,,,,,,,,,,,,
317,0,0.0,0.26,,,,,,,,,,,,,,,,,,
319,0,0.0,0.26,,,,,,,,,,,,,,,,,,
321,0,0.0,0.26,,,,,,,,,,,,,,,,,,
323,0,0.0,0.26,,-0.04,0.02,0.94,0,-1,-0,0.05,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
325,0,0.0,0.26,,,,,,,,,,,,,,,,,,
327,0,0.0,0.26,,,,,,,,,,,,,,,,,,
329,0,0.0,0.27,,,,,,,,,,,,,,,,,,
331,0,0.0,0.26,,,,,,,,,,,,,,,,,,
333,0,0.0,0.26,,-0.02,0.1,0.99,-0,0,-0,0.1,,,,,,,,,,
335,0,0.0,0.26,,,,,,,,,,,,,,,,,,
337,0,0.0,0.26,,,,,,,,,,,,,,,,,,
339,0,0.0,0.26,,,,,,,,,,,,,,,,,,
341,0,0.0,0.26,,,,,,,,,,,,,,,,,,
343,0,0.0,0.26,,-0.14,0.09,1.01,0,0,-1,0.17,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
345,0,0.0,0.26,,,,,,,,,,,,,,,,,,
347,0,0.0,0.26,,,,,,,,,,,,,,,,,,
349,0,0.0,0.26,,,,,,,,,,,,,,,,,,
351,0,0.0,0.26,,,,,,,,,,,,,,,,,,
353,0,0.0,0.26,,0.04,0.06,1.0,0,-1,-0,0.07,,,,,,,,,,
355,0,0.0,0.26,,,,,,,,,,,,,,,,,,
357,0,0.0,0.27,,,,,,,,,,,,,,,,,,
359,0,0.0,0.26,,,,,,,,,,,,,,,,,,
361,0,0.0,0.26,,,,,,,,,,,,,,,,,,
363,0,0.0,0.26,,-0.08,0.08,0.93,0,1,-0,0.11,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
365,0,0.0,0.26,,,,,,,,,,,,,,,,,,
367,0,0.0,0.26,,,,,,,,,,,,,,,,,,
369,0,0.0,0.26,,,,,,,,,,,,,,,,,,
371,0,0.0,0.26,,,,,,,,,,,,,,,,,,
373,0,0.0,0.26,,-0.18,0.07,1.09,0,0,-0,0.2,,,,,,,,,,
375,0,0.0,0.26,,,,,,,,,,,,,,,,,,
377,0,0.0,0.26,,,,,,,,,,,,,,,,,,
379,0,0.0,0.26,,,,,,,,,,,,,,,,,,
381,0,0.0,0.26,,,,,,,,,,,,,,,,,,
383,0,0.0,0.26,,0.03,0.07,0.97,-0,-0,0,0.07,0,2160,0,0.0,0.0,0.0,0.0,0,0,0.0
385,0,0.0,0.27,,,,,,,,,,,,,,,,,,
387,0,0.0,0.26,,,,,,,,,,,,,,,,,,
389,0,0.0,0.26,,,,,,,,,,,,,,,,,,
391,0,0.0,0.26,,,,,,,,,,,,,,,,,,
393,0,0.0,0.26,,-0.12,0.06,0.96,0,-0,-0,0.13,,,,,,,,,,
395,0,0.0,0.26,,,,,,,,,,,,,,,,,,
397,0,0.0,0.26,,,,,,,,,,,,,,,,,,
399,0,0.0,0.26,,,,,,,,,,,,,,,,,,
401,0,0.0,0.26,,,,,,,,,,,,,,,,,,
403,0,0.0,0.26,,-0.07,0.05,1.05,0,0,-0,0.09,0,2100,0,0.0,0.0,0.0,0.0,0,0,0.0
405,0,0.0,0.26,,,,,,,,,,,,,,,,,,
407,0,0.0,0.26,,,,,,,,,,,,,,,,,,
409,0,0.0,0.26,,,,,,,,,,,,,,,,,,
411,0,0.0,0.26,,,,,,,,,,,,,,,,,,
